Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
MASK 	2022-03-29 19:12:23 	2022-03-29 19:17:46 	18.0 \ 18.0 	5.62600000 	5.57300000 	5.06542536 	4.03079259 	-1.03 	-20.4% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 5.5750 BidEMA: 5.5750 LastPrice = 5.5760 BuyPrice = 5.6260 (strategy <d150s1 M->); StopLoss fixed: 5.5810 AllowedDrop: BUY -14.0% spread 	-0.01 	-0.47 	-0.02 	-0.79 	0.2 	0.26 	3.16 	1.67 	14.31 	7.43 	4.92 	1.49 	1.78 	1.14 	0.13 	0.01 	0.11 	4.0 m 	67.8 m
MASK 	2022-03-29 19:10:04 	2022-03-29 19:17:47 	18.0 \ 18.0 	5.62600000 	5.57300000 	5.06542536 	4.03079259 	-1.03 	-20.4% 	(strategy <d120s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 5.5750 BidEMA: 5.5750 LastPrice = 5.5760 BuyPrice = 5.6260 (strategy <d120s1.2 M->); StopLoss fixed: 5.5810 AllowedDrop: BUY -14.0% spre 	-0.03 	-0.49 	-0.02 	-0.79 	0.18 	0.26 	3.16 	1.67 	14.31 	7.43 	4.92 	1.53 	1.78 	1.15 	0.13 	0.01 	2.13 	4.0 m 	67.8 m
ATA 	2022-03-29 19:10:03 	2022-03-29 19:15:04 	209.0 \ 209.0 	0.47880000 	0.48020000 	5.00546138 	5.21788902 	0.21 	4.2% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.03 	-0.49 	-0.02 	-0.79 	0.2 	0.26 	3.71 	1.55 	19.33 	8.2 	7.03 	2.82 	3.73 	0.9 	0.13 	0 	0.87 	4.7 m 	66.9 m
MASK 	2022-03-29 19:10:01 	2022-03-29 19:17:47 	18.0 \ 18.0 	5.62600000 	5.57300000 	5.06542536 	4.03079259 	-1.03 	-20.4% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 5.5750 BidEMA: 5.5750 LastPrice = 5.5760 BuyPrice = 5.6260 (strategy <d120s1 M->); StopLoss fixed: 5.5810 AllowedDrop: BUY -14.0% spread 	-0.06 	-0.53 	-0.01 	-0.78 	0.17 	0.26 	3.16 	1.67 	14.31 	7.43 	4.92 	1.53 	1.78 	1.16 	0.13 	0.01 	2.08 	4.0 m 	67.8 m
DYDX 	2022-03-29 18:35:03 	2022-03-29 18:36:14 	17.5 \ 17.5 	5.71800000 	5.74800000 	5.00525130 	5.44998933 	0.44 	8.9% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.32 	-0.58 	-0.79 	-1.14 	0.63 	0.27 	3.81 	3.41 	13.47 	8.7 	8.7 	2.4 	2.17 	0.89 	0.1 	0 	1.21 	49.2 m 	233.8 m
ARPA 	2022-03-29 18:34:58 	2022-03-29 18:36:20 	1209.0 \ 1209.0 	0.08269000 	0.08314000 	5.00060994 	5.46446459 	0.46 	9.3% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.39 	-0.63 	-0.95 	-1.14 	0.36 	0.27 	0 	6.84 	18.42 	10.91 	7.62 	1.74 	1.78 	1.23 	0.12 	0.02 	0.95 	6.6 m 	73.4 m
ARPA 	2022-03-29 18:34:43 	2022-03-29 18:36:20 	1209.0 \ 1209.0 	0.08274000 	0.08318000 	5.00363365 	5.45535477 	0.45 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.39 	-0.64 	-0.89 	-1.19 	0.67 	0.27 	0.12 	6.69 	18.42 	10.91 	7.62 	1.56 	1.78 	0.37 	0.11 	0 	0.47 	6.6 m 	73.4 m
XEM 	2022-03-29 18:34:40 	2022-03-29 18:36:23 	848.0 \ 848.0 	0.11790000 	0.11840000 	5.00095958 	5.34480666 	0.34 	6.9% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.39 	-0.64 	-0.89 	-1.19 	1.02 	0.27 	1.31 	4.91 	14.07 	8.27 	6.54 	1.53 	1.36 	0.3 	0.11 	0 	0.23 	4.9 m 	37.6 m
SKL 	2022-03-29 18:34:22 	2022-03-29 18:36:46 	465.0 \ 465.0 	0.21485000 	0.21582000 	4.99726060 	5.36820602 	0.37 	7.4% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.35 	-0.59 	-0.83 	-1.12 	2.01 	0.26 	3.45 	3.55 	32.52 	13.78 	7.65 	2.38 	1.85 	0.81 	0.12 	0 	0.2 	25.7 m 	205.7 m
REN 	2022-03-29 18:34:11 	2022-03-29 18:37:01 	225.0 \ 225.0 	0.44370000 	0.44570000 	4.99362165 	5.36357568 	0.37 	7.4% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.41 	-0.54 	-1.06 	-1.08 	1 	0.4 	1.01 	5.39 	18.64 	10.42 	6.86 	3.8 	1.83 	0.47 	0.1 	0.01 	0.7 	5.3 m 	65.2 m
BLZ 	2022-03-29 18:34:10 	2022-03-29 18:36:53 	528.0 \ 528.0 	0.18934000 	0.19002000 	5.00057543 	5.27949463 	0.28 	5.6% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.43 	-0.67 	-0.99 	-1.18 	1.32 	0.27 	0.15 	5.43 	11.73 	6.74 	5.9 	1.78 	1.35 	0.63 	0.11 	0 	1.25 	3.8 m 	29.0 m
DYDX 	2022-03-29 18:34:08 	2022-03-29 18:36:37 	17.4 \ 17.4 	5.73100000 	5.75500000 	4.98796439 	5.32562186 	0.34 	6.8% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.33 	-0.59 	-0.78 	-1.07 	1.53 	0.27 	3.78 	3.44 	13.47 	8.7 	8.7 	2.4 	2.17 	0.89 	0.11 	0.02 	4.05 	49.2 m 	233.8 m
LIT 	2022-03-29 18:33:07 	2022-03-29 18:37:24 	61.1 \ 61.1 	1.63600000 	1.64000000 	4.99997919 	5.16431378 	0.16 	3.3% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.4 	-0.64 	-0.99 	-1.18 	3.39 	0.27 	0.88 	5.83 	13.41 	7.38 	7.38 	1.9 	1.59 	0.43 	0.11 	0.03 	0.53 	4.8 m 	34.0 m
ENS 	2022-03-29 18:32:33 	2022-03-29 18:33:27 	5.2 \ 5.2 	19.16000000 	19.27100000 	4.98359264 	5.48085619 	0.5 	10.0% 	(strategy <d150s1 M->) 	Sell Price 	-0.39 	-0.64 	-0.89 	-1.19 	0.22 	0.27 	0.05 	7.03 	12.1 	8.06 	7.62 	1.57 	1.18 	0.69 	0.11 	0.01 	0.8 	6.7 m 	70.9 m
DYDX 	2022-03-29 18:32:31 	2022-03-29 18:36:37 	17.4 \ 17.4 	5.74500000 	5.75600000 	5.00014926 	5.11150233 	0.11 	2.2% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.4 	-0.64 	-0.99 	-1.18 	0.42 	0.27 	3.87 	3.36 	13.47 	8.7 	8.7 	1.91 	1.69 	0.73 	0.11 	0 	4.08 	49.2 m 	233.8 m
DGB 	2022-03-29 18:32:24 	2022-03-29 18:33:36 	3032.0 \ 3032.0 	0.03298000 	0.03315000 	5.00176791 	5.43700547 	0.44 	8.7% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.39 	-0.63 	-0.95 	-1.14 	0.56 	0.27 	0.12 	7.17 	13.17 	10.98 	7.98 	1.71 	1.4 	0.91 	0.12 	0.01 	1.22 	9.6 m 	114.0 m
DUSK 	2022-03-29 18:29:53 	2022-03-29 18:32:27 	108.0 \ 108.0 	0.46304000 	0.45615000 	2.50141617 	1.71758717 	-0.78 	-31.3% 	(strategy <d180s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.4562 BidEMA: 0.4562 LastPrice = 0.4562 BuyPrice = 0.4630 (strategy <d180s1.5 M->); StopLoss fixed: 0.4575 AllowedDrop: BUY -15.0% spre 	-0.23 	-0.46 	-0.57 	-0.75 	0.4 	0.33 	6.91 	2.22 	24.64 	14.18 	9.34 	5.11 	2.62 	1.69 	0.15 	0 	1.71 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:52 	2022-03-29 18:32:27 	216.0 \ 216.0 	0.46304000 	0.45615000 	5.00283233 	3.43517435 	-1.57 	-31.3% 	(strategy <d180s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.4562 BidEMA: 0.4562 LastPrice = 0.4562 BuyPrice = 0.4630 (strategy <d180s1.2 M->); StopLoss fixed: 0.4575 AllowedDrop: BUY -15.0% spre 	-0.25 	-0.48 	-0.6 	-0.79 	0.37 	0.34 	6.91 	2.22 	24.64 	14.18 	9.34 	5.11 	2.62 	1.69 	0.12 	0 	1.83 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:24 	2022-03-29 18:32:27 	108.0 \ 108.0 	0.46304000 	0.45615000 	2.50141617 	1.71758717 	-0.78 	-31.3% 	(strategy <d150s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.4562 BidEMA: 0.4562 LastPrice = 0.4562 BuyPrice = 0.4630 (strategy <d150s1.5 M->); StopLoss fixed: 0.4575 AllowedDrop: BUY -15.0% spre 	-0.25 	-0.48 	-0.6 	-0.79 	0.42 	0.34 	6.77 	2.34 	24.64 	14.18 	9.34 	5.11 	2.62 	1.69 	0.13 	0 	3.15 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:21 	2022-03-29 18:32:27 	108.0 \ 108.0 	0.46319000 	0.45615000 	2.50222649 	1.70219102 	-0.8 	-32.0% 	(strategy <d120s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.4562 BidEMA: 0.4562 LastPrice = 0.4562 BuyPrice = 0.4632 (strategy <d120s1.5 M->); StopLoss fixed: 0.4576 AllowedDrop: BUY -15.0% spre 	-0.24 	-0.47 	-0.6 	-0.79 	0.43 	0.34 	6.77 	2.34 	24.64 	14.18 	9.34 	5.11 	2.62 	1.66 	0.13 	0 	3.23 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:19 	2022-03-29 18:32:27 	216.0 \ 216.0 	0.46326000 	0.45615000 	5.00520928 	3.39001229 	-1.62 	-32.3% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.4562 BidEMA: 0.4562 LastPrice = 0.4562 BuyPrice = 0.4633 (strategy <d180s1 M->); StopLoss fixed: 0.4577 AllowedDrop: BUY -15.0% spread 	-0.27 	-0.5 	-0.65 	-0.83 	0.36 	0.34 	6.77 	2.34 	24.64 	14.18 	9.34 	5.11 	2.62 	1.57 	0.09 	0 	3.13 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:17 	2022-03-29 18:32:25 	216.0 \ 216.0 	0.46358000 	0.45735000 	5.00866666 	3.58341834 	-1.43 	-28.5% 	(strategy <d150s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.4574 BidEMA: 0.4574 LastPrice = 0.4576 BuyPrice = 0.4636 (strategy <d150s1.2 M->); StopLoss fixed: 0.4580 AllowedDrop: BUY -15.0% spre 	-0.27 	-0.5 	-0.65 	-0.83 	0.42 	0.35 	6.77 	2.34 	24.64 	14.18 	9.34 	5.11 	2.62 	1.56 	0.09 	0 	3.1 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:15 	2022-03-29 18:31:31 	215.0 \ 215.0 	0.46425000 	0.45835000 	4.99268377 	3.64484021 	-1.35 	-27.0% 	(strategy <d120s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.4584 BidEMA: 0.4584 LastPrice = 0.4584 BuyPrice = 0.4643 (strategy <d120s1.2 M->); StopLoss fixed: 0.4587 AllowedDrop: BUY -15.0% spre 	-0.28 	-0.51 	-0.71 	-0.87 	0.62 	0.35 	6.77 	2.34 	24.64 	14.18 	9.34 	5.11 	2.62 	1.48 	0.09 	0 	3.04 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:13 	2022-03-29 18:31:30 	215.0 \ 215.0 	0.46425000 	0.45835000 	4.99268377 	3.64484021 	-1.35 	-27.0% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.4584 BidEMA: 0.4584 LastPrice = 0.4584 BuyPrice = 0.4643 (strategy <d150s1 M->); StopLoss fixed: 0.4587 AllowedDrop: BUY -15.0% spread 	-0.29 	-0.52 	-0.71 	-0.87 	0.48 	0.35 	6.77 	2.34 	24.64 	14.18 	9.34 	5.11 	2.62 	1.48 	0.08 	0 	3.17 	21.6 m 	58.3 m
DUSK 	2022-03-29 18:29:11 	2022-03-29 18:31:30 	215.0 \ 215.0 	0.46425000 	0.45835000 	4.99268377 	3.64484021 	-1.35 	-27.0% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.4584 BidEMA: 0.4584 LastPrice = 0.4584 BuyPrice = 0.4643 (strategy <d120s1 M->); StopLoss fixed: 0.4587 AllowedDrop: BUY -15.0% spread 	-0.29 	-0.52 	-0.71 	-0.87 	1.31 	0.35 	6.77 	2.34 	24.64 	14.18 	9.34 	5.11 	2.62 	1.49 	0.08 	0 	3.25 	21.6 m 	58.3 m
CRV 	2022-03-29 18:26:37 	2022-03-29 18:29:00 	36.7 \ 36.7 	2.72800000 	2.74100000 	5.00788235 	5.40469746 	0.4 	7.9% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.42 	-0.55 	-1.08 	-1.07 	0.84 	0.4 	0.11 	5.13 	12.17 	6.95 	5.6 	3.64 	1.32 	0.44 	0.05 	0 	0.96 	19.4 m 	197.5 m
ATA 	2022-03-29 18:26:37 	2022-03-29 18:29:03 	211.0 \ 211.0 	0.47330000 	0.47540000 	4.99531233 	5.35834208 	0.36 	7.3% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.4 	-0.53 	-1.06 	-1.07 	1.12 	0.4 	0.75 	5.85 	19.33 	9.8 	7.18 	3.77 	1.65 	0.59 	0.09 	0 	0.47 	4.5 m 	65.4 m
SKL 	2022-03-29 18:24:36 	2022-03-29 18:26:16 	464.0 \ 464.0 	0.21534000 	0.21637000 	4.99788635 	5.39568101 	0.4 	8.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.41 	-0.52 	-1.03 	-0.85 	1.13 	0.4 	3.82 	3.21 	32.52 	16.56 	7.65 	4.4 	2 	0.58 	0.06 	0 	0.2 	28.2 m 	205.7 m
FIL 	2022-03-29 18:24:34 	2022-03-29 18:28:32 	3.8 \ 3.8 	26.54000000 	26.62900000 	5.04461704 	5.30200019 	0.26 	5.1% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.41 	-0.52 	-1.03 	-0.85 	0.49 	0.4 	2.23 	4.82 	14.74 	7.8 	7.41 	3.07 	1.55 	0.82 	0.06 	0 	1.07 	81.9 m 	1263.0 m
DGB 	2022-03-29 18:24:33 	2022-03-29 18:26:57 	3030.0 \ 3030.0 	0.03300000 	0.03313000 	5.00149980 	5.31525027 	0.31 	6.3% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.39 	-0.5 	-0.95 	-0.81 	0.73 	0.4 	0.23 	7.06 	13.2 	10.98 	7.98 	4.28 	1.18 	0.83 	0.05 	0 	3.87 	7.2 m 	113.8 m
SKL 	2022-03-29 18:24:32 	2022-03-29 18:26:14 	464.0 \ 464.0 	0.21534000 	0.21637000 	4.99788635 	5.39568101 	0.4 	8.0% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.39 	-0.5 	-0.95 	-0.81 	0.77 	0.4 	3.82 	3.21 	32.52 	16.56 	7.65 	4.4 	2 	0.58 	0.05 	0 	0.2 	28.2 m 	205.7 m
DGB 	2022-03-29 18:24:30 	2022-03-29 18:26:57 	3028.0 \ 3028.0 	0.03303000 	0.03316000 	5.00274230 	5.31621300 	0.31 	6.3% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.39 	-0.5 	-0.95 	-0.81 	0.81 	0.4 	0.23 	7.06 	13.2 	10.98 	7.98 	4.28 	1.12 	0.79 	0.05 	0 	3.82 	7.2 m 	113.8 m
FIL 	2022-03-29 18:20:07 	2022-03-29 18:21:18 	3.8 \ 3.8 	26.47400000 	26.61500000 	5.03207202 	5.48717678 	0.46 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.5 	-0.58 	-1.34 	-1.06 	0.47 	0.41 	1.93 	5.11 	14.74 	7.8 	7.41 	3.33 	2.13 	1.22 	0.07 	0 	1.49 	87.1 m 	1263.0 m
FIL 	2022-03-29 18:20:03 	2022-03-29 18:21:18 	3.8 \ 3.8 	26.48000000 	26.62100000 	5.03321248 	5.48829899 	0.46 	9.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.58 	-0.65 	-1.46 	-1.1 	0.6 	0.42 	1.72 	5.3 	14.74 	7.8 	7.41 	3.33 	2.63 	1.16 	0.14 	0 	1.52 	87.1 m 	1263.0 m
FIL 	2022-03-29 18:19:28 	2022-03-29 18:21:18 	3.8 \ 3.8 	26.49300000 	26.62100000 	5.03568347 	5.44135022 	0.41 	8.1% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.53 	-0.6 	-1.37 	-1.03 	0.25 	0.42 	1.63 	5.39 	14.74 	7.8 	7.41 	3.33 	3 	1.12 	0.14 	0 	1.38 	87.1 m 	1263.0 m
KNC 	2022-03-29 18:14:05 	2022-03-29 18:15:49 	29.0 \ 29.0 	3.40100000 	3.41900000 	4.93342258 	5.37631061 	0.44 	9.0% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-1 	-0.87 	-2.77 	-2 	1.16 	0.38 	0.21 	4.22 	17.27 	5.16 	4.63 	2.35 	1.62 	0.5 	0.1 	0.01 	0.48 	11.9 m 	261.1 m
KNC 	2022-03-29 18:14:04 	2022-03-29 18:15:49 	29.0 \ 29.0 	3.40100000 	3.41900000 	4.93342258 	5.37631061 	0.44 	9.0% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.99 	-0.87 	-2.77 	-2 	1.21 	0.38 	0.21 	4.22 	17.27 	5.16 	4.63 	2.35 	1.62 	0.5 	0.1 	0.01 	0.46 	11.9 m 	261.1 m
IOST 	2022-03-29 18:13:37 	2022-03-29 18:15:37 	3131.0 \ 3131.0 	0.03194100 	0.03209400 	5.00236369 	5.40120929 	0.4 	8.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-1.05 	-0.94 	-3.06 	-2.28 	0.31 	0.42 	0.29 	4.85 	8.8 	6.14 	5.38 	2.97 	1.78 	1.04 	0.14 	0 	1.72 	4.4 m 	70.2 m
FIL 	2022-03-29 18:13:33 	2022-03-29 18:15:18 	1.9 \ 1.9 	26.17200000 	26.31300000 	2.48733454 	2.71534595 	0.23 	9.2% 	(strategy <d150s1.5 M->) 	Auto Price Down 	-1.03 	-0.88 	-2.76 	-1.91 	1.36 	0.5 	2.42 	4.2 	14.74 	7.49 	6.91 	3.49 	2.78 	1.23 	0.18 	0 	1.52 	65.8 m 	1253.0 m
CRV 	2022-03-29 18:13:31 	2022-03-29 18:15:13 	37.5 \ 37.5 	2.66700000 	2.68000000 	5.00262525 	5.40992028 	0.41 	8.1% 	(strategy <d120s1 M->) 	Auto Price Down 	-1.04 	-0.93 	-2.95 	-2.2 	0.31 	0.41 	0.28 	5.33 	12.17 	6.15 	5.75 	3.04 	1.61 	0.98 	0.15 	0.02 	1.82 	14.5 m 	197.2 m
BAT 	2022-03-29 18:12:36 	2022-03-29 18:15:50 	115.2 \ 115.2 	0.86800000 	0.87140000 	5.00167987 	5.31320835 	0.31 	6.2% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.98 	-0.85 	-2.84 	-2.01 	1.33 	0.39 	0.35 	4.39 	8.37 	5.44 	4.94 	2.4 	1.66 	0.53 	0.15 	0 	3.72 	3.5 m 	46.8 m
NEO 	2022-03-29 18:12:17 	2022-03-29 18:15:13 	3.75 \ 3.75 	26.68100000 	26.77700000 	5.00468857 	5.28450161 	0.28 	5.6% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.98 	-0.85 	-2.81 	-1.95 	0.38 	0.39 	0.14 	5.58 	17.58 	8.71 	5.79 	2.97 	2.16 	0.8 	0.15 	0 	0.81 	8.0 m 	108.7 m
RUNE 	2022-03-29 18:12:16 	2022-03-29 18:15:47 	8.0 \ 8.0 	12.21600000 	12.24900000 	4.88835456 	5.07406659 	0.19 	3.8% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.98 	-0.84 	-2.73 	-1.89 	0.28 	0.39 	0.44 	4.12 	29.99 	5.66 	4.7 	3.2 	2.12 	1.1 	0.15 	0 	1.25 	41.4 m 	584.8 m
NEO 	2022-03-29 18:12:15 	2022-03-29 18:15:16 	3.75 \ 3.75 	26.69800000 	26.80100000 	5.00787735 	5.31387888 	0.31 	6.1% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.98 	-0.84 	-2.73 	-1.89 	0.47 	0.39 	0.14 	5.51 	17.58 	8.71 	5.79 	2.88 	2.09 	0.73 	0.15 	0 	0.83 	8.0 m 	108.7 m
KNC 	2022-03-29 18:12:15 	2022-03-29 18:15:33 	29.0 \ 29.0 	3.40100000 	3.41300000 	4.93342258 	5.20238021 	0.27 	5.5% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.98 	-0.84 	-2.73 	-1.89 	0.79 	0.39 	0.32 	4.13 	17.27 	5.16 	4.63 	2.37 	1.62 	0.47 	0.15 	0.02 	1.46 	11.9 m 	261.1 m
SUSHI 	2022-03-29 18:11:31 	2022-03-29 18:15:31 	25.0 \ 25.0 	3.98300000 	3.99200000 	4.98074150 	5.12599153 	0.15 	2.9% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-1.03 	-0.88 	-2.76 	-1.91 	0.28 	0.5 	0.06 	6.37 	14.3 	6.39 	6.39 	3.73 	2.26 	1.26 	0.18 	0 	2.77 	23.5 m 	279.9 m
SUSHI 	2022-03-29 18:11:29 	2022-03-29 18:15:37 	25.0 \ 25.0 	3.98700000 	4.00000000 	4.98574350 	5.23087353 	0.25 	4.9% 	(strategy <d120s1 M->) 	Auto Price Down 	-1.04 	-0.89 	-2.76 	-1.91 	0.24 	0.5 	0.06 	6.26 	14.3 	6.39 	6.39 	3.6 	2.19 	1.18 	0.2 	0 	2.48 	23.5 m 	279.9 m
SXP 	2022-03-29 18:11:17 	2022-03-29 18:15:21 	62.5 \ 62.5 	1.60080000 	1.60610000 	5.00450100 	5.25557853 	0.25 	5.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.37 	-0.3 	-1.61 	-3.84 	0.71 	0.83 	0.79 	4.68 	10.23 	6.62 	5.73 	4.61 	4.17 	2.13 	0.41 	0 	6.13 	5.2 m 	101.3 m
STMX 	2022-03-29 18:11:05 	2022-03-29 18:14:43 	5058.0 \ 5058.0 	0.01977000 	0.01951000 	5.00183293 	3.60728167 	-1.39 	-27.9% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.01951 BidEMA: 0.01951 LastPrice = 0.01951 BuyPrice = 0.01977 (strategy <d150s1 M->); StopLoss fixed: 0.01953 AllowedDrop: BUY -15.0% s 	-0.37 	-0.3 	-1.61 	-3.84 	0.78 	0.83 	0.68 	4.79 	13.37 	10.39 	6.02 	4.62 	4.07 	1.12 	0.41 	0.03 	2.74 	4.4 m 	88.0 m
GRT 	2022-03-29 18:11:04 	2022-03-29 18:14:41 	214.0 \ 214.0 	0.46658000 	0.46054000 	4.99440296 	3.62248152 	-1.37 	-27.5% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.4605 BidEMA: 0.4605 LastPrice = 0.4606 BuyPrice = 0.4666 (strategy <d180s1 M->); StopLoss fixed: 0.4610 AllowedDrop: BUY -15.0% spread 	-0.93 	-0.77 	-2.53 	-1.6 	0.7 	0.45 	2.58 	3.23 	16.98 	6.74 	6.01 	3.33 	2.83 	1.11 	0.13 	0 	2.56 	17.8 m 	158.1 m
COMP 	2022-03-29 18:10:04 	2022-03-29 18:14:45 	0.724 \ 0.724 	138.08000000 	136.17000000 	5.00049540 	3.53823263 	-1.46 	-29.2% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 136.17 BidEMA: 136.17 LastPrice = 136.19 BuyPrice = 138.08 (strategy <d150s1 M->); StopLoss fixed: 136.42 AllowedDrop: BUY -15.0% spread 	-0.9 	-0.7 	-2.3 	-1.32 	0.83 	0.49 	0.22 	3.94 	24.37 	7.25 	4.34 	2.22 	1.67 	1.11 	0.11 	0 	0.3 	8.6 m 	227.2 m
COMP 	2022-03-29 18:10:04 	2022-03-29 18:14:45 	0.724 \ 0.724 	138.08000000 	136.17000000 	5.00049540 	3.53823263 	-1.46 	-29.2% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 136.17 BidEMA: 136.17 LastPrice = 136.19 BuyPrice = 138.08 (strategy <d180s1 M->); StopLoss fixed: 136.42 AllowedDrop: BUY -15.0% spread 	-0.87 	-0.68 	-2.18 	-1.29 	1.13 	0.48 	0.22 	3.94 	24.37 	7.25 	4.34 	2.22 	1.67 	0.95 	0.07 	0 	0.3 	8.6 m 	227.2 m
RUNE 	2022-03-29 18:09:05 	2022-03-29 18:12:20 	8.0 \ 8.0 	12.36800000 	12.19600000 	4.94917888 	3.49457411 	-1.45 	-29.4% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 12.196 BidEMA: 12.196 LastPrice = 12.199 BuyPrice = 12.368 (strategy <d180s1 M->); StopLoss fixed: 12.220 AllowedDrop: BUY -15.0% spread 	-0.87 	-0.68 	-2.18 	-1.29 	0.37 	0.48 	0.54 	3.23 	29.99 	5.66 	3.89 	2.33 	1.79 	0.62 	0.07 	0 	0.76 	41.4 m 	584.8 m
LIT 	2022-03-29 18:09:01 	2022-03-29 18:12:15 	60.6 \ 60.6 	1.64900000 	1.62500000 	4.99846859 	3.46470686 	-1.53 	-30.7% 	(strategy <d180s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 1.6250 BidEMA: 1.6250 LastPrice = 1.6255 BuyPrice = 1.6490 (strategy <d180s1.2 M->); StopLoss fixed: 1.6292 AllowedDrop: BUY -15.0% spre 	-0.88 	-0.69 	-2.21 	-1.31 	0.29 	0.49 	1.9 	2.26 	13.41 	5.92 	4.57 	1.67 	1.58 	0.97 	0.11 	0 	1.75 	3.8 m 	32.4 m
DUSK 	2022-03-29 18:08:38 	2022-03-29 18:12:37 	221.0 \ 221.0 	0.45149000 	0.44546000 	4.99096008 	3.57903974 	-1.41 	-28.3% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.4455 BidEMA: 0.4455 LastPrice = 0.4455 BuyPrice = 0.4515 (strategy <d180s1 M->); StopLoss fixed: 0.4461 AllowedDrop: BUY -15.0% spread 	-0.78 	-0.61 	-1.83 	-0.8 	1.21 	0.53 	6.64 	1.73 	22.45 	12.18 	8.51 	4.64 	3.36 	1.14 	0.18 	0 	0.62 	13.1 m 	49.4 m
COMP 	2022-03-29 18:08:24 	2022-03-29 18:13:29 	0.722 \ 0.722 	138.48000000 	137.25000000 	5.00112765 	4.03343686 	-0.97 	-19.3% 	(strategy <d120s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 137.27 BidEMA: 137.27 LastPrice = 137.30 BuyPrice = 138.48 (strategy <d120s1.2 M->); StopLoss fixed: 137.37 AllowedDrop: BUY -14.0% spre 	-0.84 	-0.69 	-2.13 	-1.13 	0.16 	0.52 	0.12 	3.75 	24.37 	7.25 	3.87 	1.91 	1.44 	1.32 	0.17 	0 	0.74 	8.6 m 	227.2 m
